Time (s),Voltage (V)
28.7542030246539,0.526143252849579
28.7786030240376,0.525074124336243
28.803803023401,0.524062275886536
28.8262030228351,0.523012280464172
28.8522030221783,0.522000432014465
28.8728030216579,0.520931303501129
28.8974030210365,0.519919455051422
28.918203020511,0.518888533115387
28.9454030198239,0.517819404602051
28.9688030192328,0.516807556152344
28.9918030186517,0.515795707702637
29.0152030180606,0.514726579189301
29.0394030174493,0.513695657253265
29.0644030168177,0.512607455253601
29.0918030161255,0.511576533317566
29.1140030155647,0.510545551776886
29.1354030150241,0.509533762931824
29.1652030142713,0.508464634418487
29.1910030136195,0.507395505905151
29.2150030130132,0.506250023841858
29.2402030123766,0.505161821842194
29.2666030117097,0.504111766815185
29.2934030110327,0.503099918365479
29.3166030104466,0.501954436302185
29.3464030096938,0.500866234302521
29.3730030090218,0.499854385852814
29.3954030084559,0.498766154050827
29.4204030078244,0.497716128826141
29.4462030071726,0.496704280376434
29.4726030065057,0.495692431926727
29.4962030059095,0.494680613279343
29.5224030052476,0.493649661540985
29.5502030045454,0.49261873960495
29.5738030039492,0.491606891155243
29.5970030033631,0.490499585866928
29.62800300258,0.489449560642242
29.654403001913,0.488399535417557
29.6768030013472,0.487349510192871
29.7020030007106,0.486318558454514
29.7316029999628,0.485306710004807
29.7560029993464,0.484256684780121
29.7832029986593,0.483225762844086
29.8088029980126,0.482213914394379
29.8320029974265,0.481202065944672
29.860602996704,0.480152040719986
29.887402996027,0.479140192270279
29.91380299536,0.478090167045593
29.940802994678,0.477059215307236
29.9642029940868,0.476047366857529
29.9944029933239,0.474882811307907
30.0226029926115,0.473813682794571
30.0516029918789,0.472763657569885
30.0776029912221,0.471675455570221
30.1078029904592,0.470663607120514
30.1350029897721,0.469632655382156
30.1574029892062,0.468582630157471
30.1852029885038,0.467570781707764
30.2138029877814,0.466558933258057
30.2396029871297,0.465508908033371
30.2666029864476,0.464497059583664
30.2946029857402,0.463466137647629
30.3226029850329,0.462397009134293
30.3522029842851,0.46127063035965
30.3784029836233,0.460258781909943
30.406202982921,0.459170579910278
30.4380029821176,0.458044171333313
30.4664029814002,0.456975042819977
30.4966029806373,0.455905944108963
30.5238029799501,0.454894095659256
30.5538029791923,0.453863143920898
30.5796029785405,0.452851295471191
30.612202977717,0.451724916696548
30.6370029770905,0.450617611408234
30.6708029762366,0.449548482894897
30.6974029755647,0.448536664247513
